id,type,name,discipline,builderEligible,interfaces,attributes
sram-paceline-x-160mm-centerlock,BrakeRotor,SRAM Paceline X 160mm,multi,TRUE,"{""mount"":""CENTERLOCK"",""rotor_size"":160}","{""size"":160,""mount"":""CENTERLOCK"",""weight"":130,""price"":65}"
sram-paceline-x-160mm-6bolt,BrakeRotor,SRAM Paceline X 160mm,multi,TRUE,"{""mount"":""6BOLT"",""rotor_size"":160}","{""size"":160,""mount"":""6BOLT"",""weight"":115,""price"":65}"
sram-centerline-140mm-centerlock,BrakeRotor,SRAM Centerline 140mm,multi,TRUE,"{""mount"":""CENTERLOCK"",""rotor_size"":140}","{""size"":140,""mount"":""CENTERLOCK"",""weight"":104,""price"":50}"
sram-centerline-160mm-centerlock,BrakeRotor,SRAM Centerline 160mm,multi,TRUE,"{""mount"":""CENTERLOCK"",""rotor_size"":160}","{""size"":160,""mount"":""CENTERLOCK"",""weight"":129,""price"":53}"
sram-centerline-180mm-centerlock,BrakeRotor,SRAM Centerline 180mm,multi,TRUE,"{""mount"":""CENTERLOCK"",""rotor_size"":180}","{""size"":180,""mount"":""CENTERLOCK"",""weight"":162,""price"":59}"
sram-centerline-200mm-centerlock,BrakeRotor,SRAM Centerline 200mm,multi,TRUE,"{""mount"":""CENTERLOCK"",""rotor_size"":200}","{""size"":200,""mount"":""CENTERLOCK"",""weight"":207,""price"":65}"
sram-centerline-140mm-6bolt,BrakeRotor,SRAM Centerline 140mm,multi,TRUE,"{""mount"":""6BOLT"",""rotor_size"":140}","{""size"":140,""mount"":""6BOLT"",""weight"":94,""price"":50}"
shimano-ultegra-r8100-rd,RearDerailleur,Shimano Ultegra RD-R8150 (12s),multi,TRUE,"{""attachment"":""Standard_Mount"",""cable_pull"":""Di2_12s_Wireless""}","{""speeds"":12,""max_cog"":34,""weight"":262}"
shimano-105-r7100-rd,RearDerailleur,Shimano 105 RD-R7150 (12s),multi,TRUE,"{""attachment"":""Standard_Mount"",""cable_pull"":""Di2_12s_Wireless""}","{""speeds"":12,""max_cog"":36,""weight"":302}"
shimano-grx-rx822-sgs,RearDerailleur,Shimano GRX RD-RX822-SGS (12s),multi,TRUE,"{""attachment"":""Standard_Mount"",""cable_pull"":""Shimano_Road_12s_Mech""}","{""speeds"":12,""max_cog"":51,""weight"":296,""clutch"":true}"
sram-red-axs-rd,RearDerailleur,SRAM Red eTap AXS Rear Derailleur (36T),multi,TRUE,"{""attachment"":""Standard_Mount"",""protocol"":""AXS""}","{""speeds"":12,""max_cog"":36,""weight"":280}"
sram-force-axs-rd,RearDerailleur,SRAM Force eTap AXS Rear Derailleur (36T),multi,TRUE,"{""attachment"":""Standard_Mount"",""protocol"":""AXS""}","{""speeds"":12,""max_cog"":36,""weight"":300}"
sram-rival-axs-rd,RearDerailleur,SRAM Rival eTap AXS XPLR Rear Derailleur,multi,TRUE,"{""attachment"":""Standard_Mount"",""protocol"":""AXS""}","{""speeds"":12,""max_cog"":44,""weight"":327}"
sram-xx1-eagle-axs-rd,RearDerailleur,SRAM XX1 Eagle AXS Rear Derailleur,multi,TRUE,"{""attachment"":""Standard_Mount"",""protocol"":""AXS""}","{""speeds"":12,""max_cog"":52,""weight"":350,""clutch"":true}"
shimano-grx-rx810-rd,RearDerailleur,Shimano GRX RD-RX810 (11s),multi,TRUE,"{""attachment"":""Standard_Mount"",""cable_pull"":""Shimano_Road_11s""}","{""speeds"":11,""max_cog"":42,""weight"":251,""clutch"":true}"
roval-rapide-clx-ii,Wheelset,Roval Rapide CLX II,multi,FALSE,"{""front_axle"":""TA_12x100mm"",""rear_axle"":""TA_12x142mm"",""brake"":""Centerlock"",""freehub"":""Shimano_HG_L2""}","{""weight"":1520,""depth"":""51/60mm"",""internal_width"":21}"
zipp-303-firecrest,Wheelset,Zipp 303 Firecrest Tubeless,multi,FALSE,"{""front_axle"":""TA_12x100mm"",""rear_axle"":""TA_12x142mm"",""brake"":""Centerlock"",""freehub"":""SRAM_XDR""}","{""weight"":1352,""depth"":""40mm"",""internal_width"":25}"
enve-g23,Wheelset,ENVE G23 Gravel Wheelset,multi,FALSE,"{""front_axle"":""TA_12x100mm"",""rear_axle"":""TA_12x142mm"",""brake"":""Centerlock"",""freehub"":""SRAM_XDR""}","{""weight"":1305,""depth"":""25mm"",""internal_width"":23}"
specialized-crux-pro,Frame,Specialized Crux Pro (56cm),gravel,TRUE,"{""bottom_bracket_shell"":""BSA_Threaded_68mm"",""rear_axle"":""TA_12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Carbon"",""weight"":825,""max_tire"":47}"
specialized-diverge-e5,Frame,Specialized Diverge E5 (56cm),gravel,TRUE,"{""bottom_bracket_shell"":""BSA_Threaded_68mm"",""rear_axle"":""TA_12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""steerer_tube"":""1_1/8"",""wheel_size"":[""700c"",""650b""]}","{""category"":""Gravel"",""material"":""Alloy"",""weight"":1600,""max_tire"":47}"
sram-red-xplr-axs-shifters,Shifter,SRAM Red XPLR AXS Shifters,multi,TRUE,"{""speeds"":13,""bar_type"":""Drop"",""actuation"":""Electronic"",""protocol"":""SRAM_AXS"",""brake_type"":""Hydraulic"",""brake_fluid"":""DOT""}","{""brand"":""SRAM"",""model"":""Red XPLR AXS"",""speeds"":13,""weight"":320,""price"":850,""electronic"":true}"
sram-apex-axs,Shifter,SRAM Apex AXS,multi,TRUE,"{""protocol"":""SRAM_AXS"",""type"":""Drop Bar""}","{""speeds"":12,""electronic"":true,""weight"":830}"
sram-centerline-160mm-6bolt,BrakeRotor,SRAM Centerline 160mm,multi,TRUE,"{""mount"":""6BOLT"",""rotor_size"":160}","{""size"":160,""mount"":""6BOLT"",""weight"":119,""price"":53}"
sram-centerline-180mm-6bolt,BrakeRotor,SRAM Centerline 180mm,multi,TRUE,"{""mount"":""6BOLT"",""rotor_size"":180}","{""size"":180,""mount"":""6BOLT"",""weight"":152,""price"":59}"
sram-centerline-200mm-6bolt,BrakeRotor,SRAM Centerline 200mm,multi,TRUE,"{""mount"":""6BOLT"",""rotor_size"":200}","{""size"":200,""mount"":""6BOLT"",""weight"":197,""price"":65}"
sram-centerline-x-140mm-centerlock,BrakeRotor,SRAM Centerline X 140mm,multi,TRUE,"{""mount"":""CENTERLOCK"",""rotor_size"":140}","{""size"":140,""mount"":""CENTERLOCK"",""weight"":101,""price"":60}"
sram-centerline-x-160mm-centerlock,BrakeRotor,SRAM Centerline X 160mm,multi,TRUE,"{""mount"":""CENTERLOCK"",""rotor_size"":160}","{""size"":160,""mount"":""CENTERLOCK"",""weight"":117,""price"":65}"
sram-centerline-x-180mm-centerlock,BrakeRotor,SRAM Centerline X 180mm,multi,TRUE,"{""mount"":""CENTERLOCK"",""rotor_size"":180}","{""size"":180,""mount"":""CENTERLOCK"",""weight"":140,""price"":70}"
shimano-cs-r9200-11-30,Cassette,Shimano Dura-Ace CS-R9200 11-30t,multi,TRUE,"{""freehub"":""Shimano_HG_L2""}","{""speeds"":12,""range"":""11-30"",""weight"":223}"
sram-xg-1299-10-52,Cassette,SRAM XX1 Eagle XG-1299 10-52t (Copper),multi,TRUE,"{""freehub"":""SRAM_XD""}","{""speeds"":12,""range"":""10-52"",""weight"":372}"
sram-xg-1275-10-52,Cassette,SRAM GX Eagle XG-1275 10-52t,multi,TRUE,"{""freehub"":""SRAM_XD""}","{""speeds"":12,""range"":""10-52"",""weight"":452}"
shimano-fc-r9200,Crankset,Shimano Dura-Ace FC-R9200 52/36,multi,TRUE,"{""spindle"":""Hollowtech_II_24mm"",""pedal"":""9/16""}","{""speeds"":12,""teeth"":""52/36"",""weight"":690}"
sram-xx1-eagle-crank,Crankset,SRAM XX1 Eagle DUB Crankset 34t,multi,TRUE,"{""spindle"":""DUB_28.99mm"",""pedal"":""9/16""}","{""speeds"":12,""teeth"":""34"",""weight"":420}"
shimano-bb-r9100,BottomBracket,Shimano Dura-Ace BB-R9100 (BSA),multi,TRUE,"{""frame_shell"":""BSA_Threaded_68mm"",""crank_spindle"":""Hollowtech_II_24mm""}","{""weight"":65}"
sram-dub-bsa,BottomBracket,SRAM DUB BSA Bottom Bracket,multi,TRUE,"{""frame_shell"":""BSA_Threaded_68mm"",""crank_spindle"":""DUB_28.99mm""}","{""weight"":76}"
chris-king-t47-30i,BottomBracket,Chris King T47 30i (Internal),multi,TRUE,"{""frame_shell"":""T47_Internal_86mm"",""crank_spindle"":""DUB_28.99mm""}","{""weight"":110,""note"":""Requires Fit Kit #2 for DUB""}"
sram-centerline-x-140mm-6bolt,BrakeRotor,SRAM Centerline X 140mm,multi,TRUE,"{""mount"":""6BOLT"",""rotor_size"":140}","{""size"":140,""mount"":""6BOLT"",""weight"":86,""price"":60}"
sram-centerline-x-160mm-6bolt,BrakeRotor,SRAM Centerline X 160mm,multi,TRUE,"{""mount"":""6BOLT"",""rotor_size"":160}","{""size"":160,""mount"":""6BOLT"",""weight"":102,""price"":65}"
sram-centerline-x-180mm-6bolt,BrakeRotor,SRAM Centerline X 180mm,multi,TRUE,"{""mount"":""6BOLT"",""rotor_size"":180}","{""size"":180,""mount"":""6BOLT"",""weight"":125,""price"":70}"
specialized-chisel,Frame,Specialized Chisel (Large),mtb,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded_73mm"",""rear_axle"":""TA_12x148mm"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Alloy"",""weight"":1350,""max_tire"":60}"
specialized-epic-8,Frame,Specialized Epic 8 (Large),mtb,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded_73mm"",""rear_axle"":""TA_12x148mm"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""steerer_tube"":""1_1/8"",""udh"":true,""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":1700,""max_tire"":60}"
trek-checkpoint-alr,Frame,Trek Checkpoint ALR (56cm),gravel,TRUE,"{""bottom_bracket_shell"":""T47_Internal_86mm"",""rear_axle"":""TA_12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Alloy"",""weight"":1450,""max_tire"":45}"
specialized-tarmac-sl8,Frame,Specialized Tarmac SL8 (56cm),road,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded_68mm"",""rear_axle"":""TA_12x142mm"",""seatpost_diameter"":""Specialized_Specific"",""brake_mount"":""Flat_Mount"",""wheel_size"":""700c""}","{""material"":""Carbon"",""weight"":685,""max_tire"":32,""category"":""Road""}"
cervelo-aspero-5,Frame,Cervelo Aspero-5 (56cm),gravel,TRUE,"{""bottom_bracket_shell"":""BBright_79mm"",""rear_axle"":""TA_12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""wheel_size"":""700c""}","{""material"":""Carbon"",""weight"":990,""max_tire"":45,""category"":""Gravel""}"
santa-cruz-stigmata,Frame,Santa Cruz Stigmata CC,gravel,TRUE,"{""bottom_bracket_shell"":""BSA_Threaded_68mm"",""rear_axle"":""TA_12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""udh"":true,""wheel_size"":""700c""}","{""material"":""Carbon"",""weight"":1050,""max_tire"":50,""category"":""Gravel""}"
niner-rlt-9-rdo,Frame,Niner RLT 9 RDO,gravel,TRUE,"{""bb_shell"":""BSA_68mm"",""brake_type"":""Disc"",""axle_standard"":""142x12"",""headset"":""IS42/IS52"",""seatpost"":""27.2mm""}","{""brand"":""Niner"",""material"":""Carbon"",""category"":""Gravel"",""weight_g"":1050,""max_tire"":50}"
trek-madone-sl,Frame,Trek Madone SL (56cm),road,FALSE,"{""bottom_bracket_shell"":""T47_Internal_86mm"",""rear_axle"":""TA_12x142mm"",""seatpost_diameter"":""Trek_Specific"",""brake_mount"":""Flat_Mount"",""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":1050,""max_tire"":32}"
specialized-tarmac-sl7-s-works-fact-12r,Frame,Specialized Tarmac SL7 S-Works FACT 12r,road,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Proprietary"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":800,""max_tire"":28,""sizes"":[{""size"":""56cm"",""weight_g"":800}]}"
specialized-aethos-s-works,Frame,Specialized Aethos S-Works,road,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":585,""max_tire"":30,""sizes"":[{""size"":""56cm"",""weight_g"":585}]}"
specialized-crux-s-works-fact-12r,Frame,Specialized Crux S-Works FACT 12r,gravel,TRUE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Proprietary"",""brake_mount"":""Flat_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Carbon"",""weight"":725,""max_tire"":47,""sizes"":[{""size"":""56cm"",""weight_g"":725}]}"
specialized-crux-fact-10r,Frame,Specialized Crux FACT 10r,gravel,TRUE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Proprietary"",""brake_mount"":""Flat_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Carbon"",""weight"":825,""max_tire"":47,""sizes"":[{""size"":""56cm"",""weight_g"":825}]}"
specialized-crux-dsw-alloy,Frame,Specialized Crux DSW Alloy,gravel,TRUE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Alloy"",""weight"":1980,""max_tire"":47,""sizes"":[{""size"":""Frameset"",""weight_g"":1980}]}"
specialized-diverge-fact-9r,Frame,Specialized Diverge FACT 9r,gravel,TRUE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Proprietary CG-R"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Carbon"",""weight"":1150,""max_tire"":50,""sizes"":[{""size"":""56cm"",""weight_g"":1150}]}"
specialized-stumpjumper-s-works-2025,Frame,Specialized Stumpjumper S-Works 2025,mtb,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":2840,""max_tire"":61,""sizes"":[{""size"":""M"",""weight_g"":2840}]}"
specialized-stumpjumper-alloy-2025,Frame,Specialized Stumpjumper Alloy 2025,mtb,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Alloy"",""weight"":4310,""max_tire"":61,""sizes"":[{""size"":""M"",""weight_g"":4310}]}"
trek-madone-gen-8-slr-oclv-900,Frame,Trek Madone Gen 8 SLR OCLV 900,road,FALSE,"{""bottom_bracket_shell"":""T47_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Proprietary Integrated"",""brake_mount"":""Flat_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":796,""max_tire"":32,""sizes"":[{""size"":""M/L"",""weight_g"":796}]}"
zipp-service-course-stem,Stem,Zipp Service Course Stem,multi,TRUE,"{""clamp_diameter"":""31.8mm"",""steerer_clamp"":""1_1/8""}","{""material"":""Alloy"",""length"":""100mm"",""angle"":""-6"",""weight"":150}"
enve-road-stem,Stem,ENVE Road Stem Carbon,multi,TRUE,"{""clamp_diameter"":""31.8mm"",""steerer_clamp"":""1_1/8""}","{""material"":""Carbon"",""length"":""100mm"",""angle"":""-6"",""weight"":125}"
trek-madone-gen-8-sl-oclv-500,Frame,Trek Madone Gen 8 SL OCLV 500,road,FALSE,"{""bottom_bracket_shell"":""T47_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Standard"",""brake_mount"":""Flat_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":1054,""max_tire"":32,""sizes"":[{""size"":""M"",""weight_g"":1054}]}"
trek-emonda-slr-oclv-800,Frame,Trek Emonda SLR OCLV 800,road,FALSE,"{""bottom_bracket_shell"":""T47_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Standard"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":698,""max_tire"":28,""sizes"":[{""size"":""56cm"",""weight_g"":698}]}"
trek-checkpoint-slr-oclv-700,Frame,Trek Checkpoint SLR OCLV 700,gravel,TRUE,"{""bottom_bracket_shell"":""T47_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Proprietary Ride Tuned"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Carbon"",""weight"":950,""max_tire"":50,""sizes"":[{""size"":""M"",""weight_g"":950}]}"
trek-checkpoint-sl-oclv-500,Frame,Trek Checkpoint SL OCLV 500,gravel,TRUE,"{""bottom_bracket_shell"":""T47_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Carbon"",""weight"":1385,""max_tire"":50,""sizes"":[{""size"":""ML"",""weight_g"":1385}]}"
trek-checkpoint-alr-alpha-300-aluminum,Frame,Trek Checkpoint ALR Alpha 300 Aluminum,gravel,TRUE,"{""bottom_bracket_shell"":""T47_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Alloy"",""weight"":1415,""max_tire"":50,""sizes"":[{""size"":""56cm"",""weight_g"":1415}]}"
trek-top-fuel-carbon,Frame,Trek Top Fuel Carbon,mtb,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""31.6mm"",""brake_mount"":""Post_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":2600,""max_tire"":63,""sizes"":[{""size"":""M"",""weight_g"":2600}]}"
trek-fuel-ex-carbon,Frame,Trek Fuel EX Carbon,mtb,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""31.6mm"",""brake_mount"":""Post_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":3400,""max_tire"":63,""sizes"":[{""size"":""M"",""weight_g"":3400}]}"
trek-fuel-ex-alloy,Frame,Trek Fuel EX Alloy,mtb,FALSE,"{""bottom_bracket_shell"":""BSA_Threaded"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""31.6mm"",""brake_mount"":""Post_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Alloy"",""weight"":4600,""max_tire"":63,""sizes"":[{""size"":""M"",""weight_g"":4600}]}"
cannondale-supersix-evo-hi-mod,Frame,Cannondale SuperSix EVO Hi-MOD,road,FALSE,"{""bottom_bracket_shell"":""BSA_68mm_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""25.4mm"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":810,""max_tire"":30,""sizes"":[{""size"":""56cm"",""weight_g"":810},{""size"":""M"",""weight_g"":770}]}"
cannondale-supersix-evo-carbon,Frame,Cannondale SuperSix EVO Carbon,road,FALSE,"{""bottom_bracket_shell"":""BSA_68mm_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""25.4mm"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":915,""max_tire"":30,""sizes"":[{""size"":""56cm"",""weight_g"":915}]}"
cannondale-caad13-standard,Frame,Cannondale CAAD13 Standard,road,FALSE,"{""bottom_bracket_shell"":""BB30a_Press-Fit"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Alloy"",""weight"":1094,""max_tire"":30,""sizes"":[{""size"":""M"",""weight_g"":1094}]}"
cannondale-topstone-lab71-series-0-carbon,Frame,Cannondale Topstone LAB71 Series 0 Carbon,gravel,TRUE,"{""bottom_bracket_shell"":""BSA_68mm_Threaded"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""27.2mm"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Gravel"",""material"":""Carbon"",""weight"":1136,""max_tire"":45,""sizes"":[{""size"":""M"",""weight_g"":1136}]}"
cannondale-scalpel-series-1-carbon,Frame,Cannondale Scalpel Series 1 Carbon,mtb,FALSE,"{""bottom_bracket_shell"":""BSA_73mm_Threaded"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":1900,""max_tire"":61,""sizes"":[{""size"":""M"",""weight_g"":1900},{""size"":""L"",""weight_g"":2600}]}"
cannondale-scalpel-ht-hi-mod-hardtail,Frame,Cannondale Scalpel HT Hi-MOD Hardtail,mtb,FALSE,"{""bottom_bracket_shell"":""PF30-83"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":true,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":895,""max_tire"":61,""sizes"":[{""size"":""M"",""weight_g"":895}]}"
canyon-aeroad-cfr,Frame,Canyon Aeroad CFR,road,FALSE,"{""bottom_bracket_shell"":""BB86_Press-Fit"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Proprietary Integrated"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":960,""max_tire"":32,""sizes"":[{""size"":""M"",""weight_g"":960}]}"
canyon-ultimate-cfr,Frame,Canyon Ultimate CFR,road,FALSE,"{""bottom_bracket_shell"":""BB86_Press-Fit"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Standard"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":792,""max_tire"":32,""sizes"":[{""size"":""M"",""weight_g"":792}]}"
canyon-ultimate-cf-slx,Frame,Canyon Ultimate CF SLX,road,FALSE,"{""bottom_bracket_shell"":""BB86_Press-Fit"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Standard"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":888,""max_tire"":32,""sizes"":[{""size"":""M"",""weight_g"":888}]}"
canyon-lux-world-cup-cfr-xc-cfr,Frame,Canyon Lux World Cup CFR XC CFR,mtb,FALSE,"{""bottom_bracket_shell"":""Press-Fit"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":1535,""max_tire"":63,""sizes"":[{""size"":""M"",""weight_g"":1535}]}"
canyon-lux-world-cup-cf-xc-cf,Frame,Canyon Lux World Cup CF XC CF,mtb,FALSE,"{""bottom_bracket_shell"":""Press-Fit"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":1925,""max_tire"":63,""sizes"":[{""size"":""M"",""weight_g"":1925}]}"
canyon-lux-trail-cf,Frame,Canyon Lux Trail CF,mtb,FALSE,"{""bottom_bracket_shell"":""Press-Fit"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":2280,""max_tire"":60,""sizes"":[{""size"":""M"",""weight_g"":2280}]}"
canyon-spectral-cfr-enduro-cfr,Frame,Canyon Spectral CFR Enduro CFR,mtb,FALSE,"{""bottom_bracket_shell"":""Press-Fit"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Carbon"",""weight"":3700,""max_tire"":66,""sizes"":[{""size"":""M"",""weight_g"":3700}]}"
canyon-spectral-alloy,Frame,Canyon Spectral Alloy,mtb,FALSE,"{""bottom_bracket_shell"":""Press-Fit"",""rear_axle"":""12x148mm_Boost"",""seatpost_diameter"":""30.9mm"",""brake_mount"":""Post_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""29""}","{""category"":""MTB"",""material"":""Alloy"",""weight"":2800,""max_tire"":66,""sizes"":[{""size"":""XL"",""weight_g"":2800}]}"
bmc-teammachine-r-01,Frame,BMC Teammachine R 01,road,FALSE,"{""bottom_bracket_shell"":""PF86_Press-Fit"",""rear_axle"":""12x142mm"",""seatpost_diameter"":""Proprietary"",""brake_mount"":""Flat_Mount"",""udh"":false,""steerer_tube"":""1_1/8"",""wheel_size"":""700c""}","{""category"":""Road"",""material"":""Carbon"",""weight"":910,""max_tire"":30,""sizes"":[{""size"":""54cm"",""weight_g"":910}]}"
